date,caap.cases.6.J,caap.cases.6.B,caap.cases.6,unadj.rsv.caap.cases.6.J,rsv.caap.cases.6.J,rsv.tested.6.J,unadj.rsv.caap.cases.6.B,rsv.caap.cases.6.B,rsv.tested.6.B,unadj.rsv.caap.cases.6,rsv.caap.cases.6,rsv.tested.6,caap.cases.6.11.J,caap.cases.6.11.B,caap.cases.6.11,unadj.rsv.caap.cases.6.11.J,rsv.caap.cases.6.11.J,rsv.tested.6.11.J,unadj.rsv.caap.cases.6.11.B,rsv.caap.cases.6.11.B,rsv.tested.6.11.B,unadj.rsv.caap.cases.6.11,rsv.caap.cases.6.11,rsv.tested.6.11,caap.cases.12.J,caap.cases.12.B,caap.cases.12,unadj.rsv.caap.cases.12.J,rsv.caap.cases.12.J,rsv.tested.12.J,unadj.rsv.caap.cases.12.B,rsv.caap.cases.12.B,rsv.tested.12.B,unadj.rsv.caap.cases.12,rsv.caap.cases.12,rsv.tested.12,caap.cases.12.23.J,caap.cases.12.23.B,caap.cases.12.23,unadj.rsv.caap.cases.12.23.J,rsv.caap.cases.12.23.J,rsv.tested.12.23.J,unadj.rsv.caap.cases.12.23.B,rsv.caap.cases.12.23.B,rsv.tested.12.23.B,unadj.rsv.caap.cases.12.23,rsv.caap.cases.12.23,rsv.tested.12.23,caap.cases.24.59.J,caap.cases.24.59.B,caap.cases.24.59,unadj.rsv.caap.cases.24.59.J,rsv.caap.cases.24.59.J,rsv.tested.24.59.J,unadj.rsv.caap.cases.24.59.B,rsv.caap.cases.24.59.B,rsv.tested.24.59.B,unadj.rsv.caap.cases.24.59,rsv.caap.cases.24.59,rsv.tested.24.59,caap.cases.60.J,caap.cases.60.B,caap.cases.60,unadj.rsv.caap.cases.60.J,rsv.caap.cases.60.J,rsv.tested.60.J,unadj.rsv.caap.cases.60.B,rsv.caap.cases.60.B,rsv.tested.60.B,unadj.rsv.caap.cases.60,rsv.caap.cases.60,rsv.tested.60,pop.12.J,pop.12.B,pop.12,pop.12.23.J,pop.12.23.B,pop.12.23,pop.24.59.J,pop.24.59.B,pop.24.59,pop.60.J,pop.60.B,pop.60
2012-12-01,5,9,14,4,5,4,4,6,7,8,10,11,3,7,10,2,2,3,6,7,6,8,9,9,8,16,24,6,7,7,10,12,13,16,19,20,5,10,15,2,3,2,4,7,6,6,10,8,4,9,13,0,1,1,1,2,5,1,3,6,17,35,52,8,11,10,15,21,24,23,33,34,8690,8237,16927,8471,8122,16593,24172,22944,47116,41333,39303,80636
2013-01-01,12,31,43,7,11,8,17,25,20,24,36,28,7,11,18,3,5,4,6,9,8,9,14,12,19,42,61,10,16,12,23,34,28,33,49,40,8,15,23,1,5,2,5,10,7,6,15,9,6,12,18,2,3,4,2,5,5,4,8,9,33,69,102,13,24,18,30,49,40,43,73,58,8700,8244,16944,8495,8134,16629,24210,23009,47219,41405,39387,80792
2013-02-01,4,27,31,3,3,4,17,18,25,20,21,29,4,7,11,2,3,2,6,6,7,8,9,9,8,34,42,5,6,6,23,24,32,28,31,38,3,7,10,2,2,3,3,4,6,5,6,9,6,21,27,1,2,3,8,12,13,9,14,16,17,62,79,8,11,12,34,40,51,42,51,63,8710,8250,16960,8519,8146,16665,24248,23074,47322,41477,39470,80948
2013-03-01,1,10,11,1,1,1,5,6,9,6,7,10,2,4,6,0,1,1,1,1,4,1,2,5,3,14,17,1,2,2,6,7,13,7,8,15,3,3,6,0,0,2,2,3,2,2,3,4,3,6,9,0,0,1,1,2,4,1,2,5,9,23,32,1,2,5,9,11,19,10,14,24,8721,8256,16977,8543,8158,16701,24286,23139,47426,41550,39553,81103
2013-04-01,0,5,5,0,0,0,0,1,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,3,0,1,3,1,1,2,0,0,0,1,1,1,1,1,1,4,2,6,0,0,2,0,0,1,0,0,3,5,9,14,0,0,2,1,2,5,1,2,7,8731,8263,16994,8567,8170,16737,24324,23204,47529,41622,39637,81259
2013-05-01,0,5,5,0,0,0,0,0,5,0,0,5,2,2,4,0,0,1,0,0,0,0,0,1,2,7,9,0,0,1,0,0,5,0,0,6,1,6,7,0,0,0,0,0,4,0,0,4,1,10,11,0,0,0,0,0,0,0,0,0,4,23,27,0,0,1,0,0,9,0,0,10,8741,8269,17010,8590,8182,16772,24362,23269,47632,41693,39720,81414
2013-06-01,1,2,3,0,0,1,0,0,2,0,0,3,0,3,3,0,0,0,0,0,1,0,0,1,1,5,6,0,0,1,0,0,3,0,0,4,0,4,4,0,0,0,0,0,3,0,0,3,3,5,8,0,0,0,0,0,5,0,0,5,4,14,18,0,0,1,0,0,11,0,0,12,8752,8275,17027,8614,8194,16808,24400,23334,47735,41766,39803,81570
2013-07-01,0,3,3,0,0,0,0,0,2,0,0,2,1,4,5,0,0,0,0,0,3,0,0,3,1,7,8,0,0,0,0,0,5,0,0,5,0,4,4,0,0,0,0,0,3,0,0,3,2,6,8,0,0,0,0,0,2,0,0,2,3,17,20,0,0,0,0,0,10,0,0,10,8762,8282,17044,8638,8206,16844,24439,23400,47838,41839,39888,81726
2013-08-01,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,4,4,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,1,6,7,0,0,0,0,0,3,0,0,3,8776,8317,17094,8648,8212,16861,24492,23452,47944,41916,39981,81898
2013-09-01,1,2,3,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,1,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,2,2,4,0,0,2,0,0,1,0,0,3,3,8,11,0,0,3,0,0,2,0,0,5,8791,8353,17144,8659,8219,16877,24545,23505,48051,41995,40077,82071
2013-10-01,1,3,4,1,1,1,0,0,3,1,1,4,2,4,6,0,1,1,0,0,3,0,1,4,3,7,10,1,2,2,0,0,6,1,2,8,1,5,6,0,0,1,0,0,4,0,0,5,4,8,12,0,0,2,0,0,5,0,0,7,8,20,28,1,2,5,0,0,15,1,2,20,8805,8389,17194,8669,8225,16894,24599,23558,48157,42073,40172,82244
2013-11-01,1,3,4,1,1,1,0,0,1,1,1,2,7,6,13,2,5,3,0,0,3,2,5,6,8,9,17,3,6,4,0,1,4,3,6,8,3,4,7,0,1,0,0,0,1,0,1,1,3,4,7,0,0,2,0,0,2,0,0,4,14,17,31,3,7,6,0,1,7,3,8,13,8819,8425,17244,8679,8231,16911,24652,23611,48263,42150,40267,82417
2013-12-01,3,12,15,2,3,2,2,2,9,4,5,11,6,9,15,4,5,5,1,2,4,5,7,9,9,21,30,6,8,7,3,5,13,9,12,20,11,6,17,2,5,6,0,0,4,2,5,10,6,11,17,3,4,3,0,2,3,3,7,6,26,38,64,11,17,16,3,7,20,14,24,36,8834,8460,17294,8690,8237,16927,24706,23664,48369,42230,40361,82590
2014-01-01,9,13,22,8,9,8,1,2,9,9,11,17,10,4,14,6,7,8,1,2,2,7,9,10,19,17,36,14,16,16,2,4,11,16,20,27,12,8,20,5,7,8,1,2,5,6,8,13,6,9,15,1,2,4,3,4,6,4,6,10,37,34,71,20,25,28,6,10,22,26,35,50,8848,8496,17344,8700,8244,16944,24759,23717,48476,42307,40457,82763
2014-02-01,1,14,15,1,1,1,6,9,9,7,10,10,5,6,11,0,2,2,2,3,4,2,5,6,6,20,26,1,3,3,8,12,13,9,15,16,8,9,17,1,2,5,3,4,6,4,6,11,6,14,20,1,2,2,0,2,4,1,4,6,20,43,63,3,7,10,11,18,23,14,25,33,8862,8532,17394,8710,8250,16960,24812,23769,48582,42384,40551,82936
2014-03-01,1,11,12,1,1,1,7,8,10,8,9,11,1,6,7,0,0,0,3,4,4,3,4,4,2,17,19,1,1,1,10,12,14,11,13,15,4,3,7,0,0,1,1,1,3,1,1,4,1,10,11,0,0,0,0,0,6,0,0,6,7,30,37,1,2,2,11,13,23,12,15,25,8877,8568,17444,8721,8256,16977,24866,23822,48688,42464,40646,83109
2014-04-01,1,3,4,0,1,0,1,2,2,1,2,2,0,4,4,0,0,0,1,2,3,1,2,3,1,7,8,0,1,0,2,3,5,2,4,5,4,7,11,0,0,1,1,2,4,1,2,5,1,1,2,0,0,1,0,0,0,0,0,1,6,15,21,0,1,2,3,5,9,3,5,11,8891,8603,17494,8731,8263,16994,24919,23875,48794,42541,40741,83282
2014-05-01,1,3,4,0,0,1,0,1,1,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,2,4,6,0,0,1,0,1,1,0,1,2,2,2,4,0,0,0,0,0,1,0,0,1,2,2,4,0,0,1,0,0,0,0,0,1,6,8,14,0,0,2,0,1,2,0,1,4,8905,8639,17544,8741,8269,17010,24973,23928,48901,42619,40836,83455
2014-06-01,1,4,5,0,0,0,2,2,4,2,2,4,1,2,3,0,0,0,0,0,1,0,0,1,2,6,8,0,0,0,2,2,5,2,2,5,2,4,6,0,0,1,0,0,2,0,0,3,2,3,5,0,0,0,0,0,2,0,0,2,6,13,19,0,0,1,2,2,9,2,2,10,8920,8675,17594,8752,8275,17027,25026,23981,49007,42698,40931,83628
2014-07-01,1,3,4,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,2,0,0,2,1,5,6,0,0,0,0,0,4,0,0,4,2,2,4,0,0,0,0,0,2,0,0,2,2,1,3,0,0,1,0,0,1,0,0,2,5,8,13,0,0,1,0,0,7,0,0,8,8934,8711,17645,8762,8282,17044,25080,24034,49113,42776,41027,83801
2014-08-01,0,2,2,0,0,0,1,1,2,1,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,4,4,0,0,0,1,1,3,1,1,3,0,2,2,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,1,1,4,1,1,4,8955,8744,17699,8776,8317,17094,25136,24077,49212,42867,41138,84004
2014-09-01,0,3,3,0,0,0,1,2,2,1,2,2,0,1,1,0,0,0,0,0,1,0,0,1,0,4,4,0,0,0,1,2,3,1,2,3,0,1,1,0,0,0,0,0,1,0,0,1,0,5,5,0,0,0,0,3,0,0,3,0,0,10,10,0,0,0,1,4,4,1,4,4,8976,8777,17753,8791,8353,17144,25192,24120,49311,42959,41250,84207
2014-10-01,0,4,4,0,0,0,3,3,4,3,3,4,2,0,2,0,0,1,0,0,0,0,0,1,2,4,6,0,0,1,3,3,4,3,3,5,1,2,3,0,0,1,0,0,2,0,0,3,0,7,7,0,0,0,1,2,2,1,2,2,3,13,16,0,0,2,4,5,8,4,6,10,8997,8810,17807,8805,8389,17194,25248,24163,49410,43050,41362,84411
2014-11-01,1,14,15,1,1,1,9,10,13,10,11,14,2,7,9,1,1,2,3,5,5,4,6,7,3,21,24,2,2,3,12,14,18,14,16,21,3,5,8,2,2,3,1,1,4,3,3,7,2,5,7,0,0,1,0,2,2,0,2,3,8,31,39,4,4,7,13,17,24,17,22,31,9018,8843,17861,8819,8425,17244,25304,24206,49509,43141,41474,84614
2014-12-01,10,34,44,4,9,4,15,25,20,19,35,24,15,9,24,9,13,10,3,8,3,12,21,13,25,43,68,13,22,14,18,33,23,31,55,37,6,10,16,3,4,5,4,5,7,7,9,12,2,11,13,1,1,2,6,8,8,7,9,10,33,64,97,17,27,21,28,46,38,45,73,59,9038,8876,17915,8834,8460,17294,25360,24249,49608,43232,41585,84817
2015-01-01,10,29,39,2,7,3,10,22,13,12,28,16,8,13,21,2,5,4,4,10,4,6,15,8,18,42,60,4,11,7,14,32,17,18,44,24,4,4,8,2,3,3,1,2,3,3,4,6,2,5,7,1,2,1,1,3,2,2,4,3,24,51,75,7,16,11,16,36,22,23,52,33,9059,8910,17969,8848,8496,17344,25416,24292,49707,43323,41698,85020
2015-02-01,2,7,9,0,0,2,3,4,5,3,4,7,3,4,7,0,0,2,0,1,3,0,1,5,5,11,16,0,0,4,3,5,8,3,5,12,5,3,8,1,2,3,2,2,3,3,4,6,1,8,9,0,0,0,0,1,4,0,1,4,11,22,33,1,2,7,5,7,15,6,10,22,9080,8943,18023,8862,8532,17394,25472,24335,49806,43414,41810,85223
2015-03-01,3,3,6,0,0,3,2,2,3,2,2,6,4,3,7,0,0,4,0,0,1,0,0,5,7,6,13,0,0,7,2,2,4,2,2,11,1,6,7,0,0,1,1,2,4,1,2,5,7,6,13,0,0,3,0,0,2,0,0,5,15,18,33,0,0,11,3,4,10,3,4,21,9101,8976,18077,8877,8568,17444,25528,24378,49905,43506,41922,85426
2015-04-01,0,6,6,0,0,0,2,2,5,2,2,5,2,1,3,0,0,2,0,0,1,0,0,3,2,7,9,0,0,2,2,2,6,2,2,8,3,5,8,0,0,2,1,1,3,1,1,5,2,2,4,0,0,1,0,0,0,0,0,1,7,14,21,0,0,5,3,4,9,3,4,14,9122,9009,18131,8891,8603,17494,25584,24421,50004,43597,42033,85630
2015-05-01,1,2,3,0,0,1,0,0,2,0,0,3,0,7,7,0,0,0,0,0,5,0,0,5,1,9,10,0,0,1,0,0,7,0,0,8,3,2,5,0,0,2,0,0,2,0,0,4,4,5,9,0,0,2,0,0,3,0,0,5,8,16,24,0,0,5,0,0,12,0,0,17,9143,9042,18185,8905,8639,17544,25640,24464,50103,43688,42145,85833
2015-06-01,1,2,3,0,0,1,0,0,1,0,0,2,1,5,6,0,0,1,0,0,4,0,0,5,2,7,9,0,0,2,0,0,5,0,0,7,1,1,2,0,0,0,0,0,1,0,0,1,4,3,7,0,0,3,0,0,2,0,0,5,7,11,18,0,0,5,0,0,8,0,0,13,9164,9075,18239,8920,8675,17594,25696,24507,50202,43780,42257,86036
2015-07-01,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,1,4,3,7,0,0,1,0,0,1,0,0,2,9185,9109,18293,8934,8711,17645,25752,24550,50302,43871,42370,86239
2015-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,1,2,3,5,0,0,2,0,0,2,0,0,4,0,3,3,0,0,0,0,0,2,0,0,2,2,8,10,0,0,2,0,0,5,0,0,7,9221,9128,18349,8955,8744,17699,25801,24604,50404,43977,42476,86452
2015-09-01,0,1,1,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,3,0,0,3,0,4,4,0,0,0,0,0,4,0,0,4,2,4,6,1,1,2,0,0,3,1,1,5,2,2,4,0,0,0,0,0,1,0,0,1,4,10,14,1,1,2,0,0,8,1,1,10,9258,9148,18406,8976,8777,17753,25849,24658,50507,44083,42583,86665
2015-10-01,1,2,3,0,0,1,0,0,1,0,0,2,3,3,6,0,1,2,0,0,3,0,1,5,4,5,9,0,1,3,0,0,4,0,1,7,1,3,4,1,1,1,0,0,0,1,1,1,1,2,3,0,1,0,0,0,2,0,1,2,6,10,16,1,3,4,0,1,6,1,3,10,9295,9167,18462,8997,8810,17807,25898,24712,50609,44190,42689,86878
2015-11-01,5,4,9,5,5,5,2,2,4,7,7,9,6,5,11,4,6,4,3,3,5,7,9,9,11,9,20,9,11,9,5,5,9,14,16,18,5,7,12,3,4,4,1,2,6,4,5,10,2,7,9,1,2,1,1,2,3,2,4,4,18,23,41,13,16,14,7,9,18,20,25,32,9332,9187,18518,9018,8843,17861,25946,24766,50712,44296,42796,87090
2015-12-01,9,27,36,7,9,7,11,18,17,18,27,24,2,13,15,2,2,2,5,7,9,7,9,11,11,40,51,9,11,9,16,25,26,25,36,35,12,13,25,7,9,8,7,9,9,14,19,17,1,18,19,1,1,1,6,7,14,7,8,15,24,71,95,17,21,18,29,42,49,46,63,67,9368,9206,18574,9038,8876,17915,25995,24820,50814,44401,42902,87303
2016-01-01,5,29,34,4,5,4,15,21,20,19,26,24,5,16,21,3,4,4,8,10,13,11,13,17,10,45,56,7,9,8,23,31,33,30,40,41,6,13,19,0,0,6,5,9,6,5,9,12,4,8,12,1,1,4,0,2,2,1,3,6,20,66,87,8,10,18,28,42,41,36,51,59,9405,9226,18631,9059,8910,17969,26043,24874,50917,44507,43010,87516
2016-02-01,2,19,21,0,2,0,11,14,15,11,15,15,2,7,9,0,0,2,1,2,5,1,2,7,4,26,30,0,2,2,12,16,20,12,17,22,6,14,20,0,0,3,1,2,10,1,2,13,1,7,8,0,0,1,1,1,5,1,1,6,11,47,58,0,2,6,14,19,35,14,21,41,9442,9245,18687,9080,8943,18023,26092,24928,51019,44614,43116,87729
2016-03-01,2,7,9,0,0,1,1,2,5,1,2,6,6,6,12,0,0,4,0,0,4,0,0,8,8,13,21,0,0,5,1,2,9,1,2,14,0,5,5,0,0,0,1,1,4,1,1,4,5,12,17,0,0,3,0,0,9,0,0,12,13,30,43,0,0,8,2,3,22,2,4,30,9479,9265,18743,9101,8976,18077,26140,24982,51122,44720,43223,87942
2016-04-01,0,8,8,0,0,0,0,0,8,0,0,8,1,3,4,1,1,1,0,0,2,1,1,3,1,11,12,1,1,1,0,0,10,1,1,11,0,5,5,0,0,0,0,0,3,0,0,3,6,5,11,0,0,5,0,0,3,0,0,8,7,21,28,1,1,6,0,0,16,1,1,22,9515,9284,18799,9122,9009,18131,26189,25036,51224,44826,43329,88155
2016-05-01,3,9,12,1,1,3,0,0,8,1,1,11,1,5,6,0,0,1,0,0,3,0,0,4,4,14,18,1,1,4,0,0,11,1,1,15,0,2,2,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,1,4,18,22,1,1,4,0,0,13,1,1,17,9552,9304,18856,9143,9042,18185,26237,25090,51327,44932,43436,88367
2016-06-01,2,2,4,0,0,1,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,3,2,5,0,0,2,0,0,1,0,0,3,1,3,4,0,0,1,0,0,3,0,0,4,1,4,5,0,0,0,0,0,3,0,0,3,5,9,14,0,0,3,0,0,7,0,0,10,9589,9323,18912,9164,9075,18239,26286,25144,51429,45039,43542,88580
2016-07-01,0,2,2,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,2,0,0,2,0,4,4,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,1,0,0,1,2,4,6,0,0,1,0,0,2,0,0,3,2,11,13,0,0,1,0,0,6,0,0,7,9626,9343,18968,9185,9109,18293,26334,25198,51532,45145,43650,88793
2016-08-01,1,3,4,0,0,1,0,0,3,0,0,4,0,1,1,0,0,0,0,0,1,0,0,1,1,4,5,0,0,1,0,0,4,0,0,5,1,1,2,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,1,2,7,9,0,0,1,0,0,6,0,0,7,9627,9377,19004,9221,9128,18349,26380,25273,51653,45228,43778,89006
2016-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,1,0,0,2,4,2,6,0,0,2,0,0,2,0,0,4,5,4,9,0,0,3,0,0,3,0,0,6,9629,9412,19041,9258,9148,18406,26425,25348,51774,45312,43908,89220
2016-10-01,0,2,2,0,0,0,0,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,1,2,3,0,1,0,0,0,2,0,1,2,0,1,1,0,0,0,0,0,1,0,0,1,5,5,10,0,1,2,0,0,2,0,1,4,6,8,14,0,2,2,0,0,5,0,2,7,9631,9446,19077,9295,9167,18462,26471,25424,51894,45397,44037,89433
2016-11-01,2,7,9,1,2,1,2,2,7,3,4,8,2,3,5,2,2,2,0,1,1,2,3,3,4,10,14,3,4,3,2,3,8,5,7,11,4,1,5,1,2,2,0,0,1,1,2,3,2,5,7,1,1,2,0,0,3,1,1,5,10,16,26,5,7,7,2,3,12,7,10,19,9633,9481,19113,9332,9187,18518,26516,25499,52015,45481,44167,89646
2016-12-01,8,12,20,1,6,2,6,7,10,7,13,12,10,11,21,7,8,9,4,6,7,11,14,16,18,23,41,8,13,11,10,13,17,18,26,28,9,6,15,4,6,5,2,4,3,6,10,8,7,4,11,2,3,5,0,1,2,2,3,7,34,33,67,14,22,21,12,17,22,26,40,43,9634,9515,19149,9368,9206,18574,26562,25574,52136,45564,44295,89859
2017-01-01,21,32,53,10,15,13,12,23,15,22,38,28,16,14,30,4,8,9,4,7,8,8,15,17,37,46,83,14,23,22,16,30,23,30,54,45,11,7,18,2,5,5,1,3,2,3,8,7,4,11,15,0,1,2,5,6,9,5,6,11,52,64,116,16,29,29,22,39,34,38,68,63,9636,9550,19186,9405,9226,18631,26607,25649,52257,45648,44425,90073
2017-02-01,12,49,61,3,7,6,15,29,26,18,36,32,4,19,23,0,1,1,7,10,12,7,11,13,16,68,84,3,8,7,22,39,38,25,47,45,6,13,19,0,1,3,2,4,6,2,4,9,7,5,12,1,1,4,1,2,3,2,3,7,29,86,115,4,10,14,25,44,47,29,54,61,9638,9584,19222,9442,9245,18687,26653,25724,52377,45733,44553,90286
2017-03-01,1,26,27,0,0,1,8,12,18,8,12,19,4,10,14,1,1,3,2,3,8,3,4,11,5,36,41,1,1,4,10,15,26,11,16,30,2,7,9,0,0,2,0,0,6,0,0,8,3,5,8,0,0,1,1,2,3,1,2,4,10,48,58,1,2,7,11,16,35,12,18,42,9640,9619,19258,9479,9265,18743,26698,25800,52498,45817,44684,90499
2017-04-01,0,6,6,0,0,0,1,1,5,1,1,5,0,3,3,0,0,0,0,0,2,0,0,2,0,9,9,0,0,0,1,2,7,1,2,7,3,1,4,0,0,2,0,0,0,0,0,2,2,3,5,0,0,2,0,0,2,0,0,4,5,13,18,0,0,4,1,2,9,1,2,13,9641,9653,19294,9515,9284,18799,26744,25875,52619,45900,44812,90712
2017-05-01,2,1,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,2,4,6,0,0,0,0,0,3,0,0,3,1,2,3,0,0,1,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,4,6,10,0,0,2,0,0,4,0,0,6,9643,9688,19331,9552,9304,18856,26789,25950,52740,45984,44942,90926
2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,4,0,0,4,0,6,6,0,0,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,2,0,0,2,0,4,4,0,0,0,0,0,1,0,0,1,0,14,14,0,0,0,0,0,7,0,0,7,9645,9722,19367,9589,9323,18912,26835,26025,52860,46069,45070,91139
2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,2,3,0,0,1,0,0,2,0,0,3,0,1,1,0,0,0,0,0,1,0,0,1,1,4,5,0,0,1,0,0,4,0,0,5,9647,9757,19403,9626,9343,18968,26881,26101,52981,46154,45201,91352
2017-08-01,0,2,2,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,4,9623,9802,19425,9627,9377,19004,26952,26189,53141,46202,45368,91571
2017-09-01,0,2,2,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,3,0,0,3,3,1,4,0,0,2,0,0,0,0,0,2,2,4,6,0,0,2,0,0,3,0,0,5,5,8,13,0,0,4,0,0,6,0,0,10,9600,9847,19447,9629,9412,19041,27024,26277,53302,46253,45536,91789
2017-10-01,0,3,3,0,0,0,0,0,3,0,0,3,3,1,4,0,0,2,0,0,1,0,0,3,3,4,7,0,0,2,0,0,4,0,0,6,2,2,4,0,0,2,0,0,2,0,0,4,1,4,5,0,0,1,0,0,3,0,0,4,6,10,16,0,0,5,0,0,9,0,0,14,9577,9892,19469,9631,9446,19077,27096,26366,53462,46304,45704,92008
2017-11-01,3,1,4,3,3,3,0,0,1,3,3,4,3,3,6,1,2,1,0,1,1,1,3,2,6,4,10,4,5,4,0,1,2,4,6,6,6,2,8,1,2,4,0,0,1,1,2,5,0,5,5,0,0,0,1,1,3,1,1,3,12,11,23,5,7,8,1,2,6,6,9,14,9554,9937,19491,9633,9481,19113,27168,26454,53623,46355,45872,92226
2017-12-01,11,15,26,8,10,9,7,10,11,15,20,20,7,5,12,3,5,5,2,2,5,5,7,10,18,20,38,11,14,14,9,12,16,20,26,30,10,11,21,4,6,6,2,3,9,6,9,15,5,5,10,2,3,3,1,1,4,3,4,7,33,36,69,17,23,23,12,16,29,29,39,52,9531,9982,19513,9634,9515,19149,27240,26543,53783,46405,46040,92445
2018-01-01,15,15,30,13,13,15,11,13,13,24,26,28,5,9,14,4,5,4,6,7,8,10,11,12,20,24,44,17,18,19,17,19,21,34,37,40,7,6,13,3,3,7,4,4,6,7,7,13,1,5,6,0,0,1,1,1,3,1,1,4,28,35,63,20,21,27,22,25,30,42,45,57,9508,10027,19535,9636,9550,19186,27312,26631,53943,46456,46208,92663
2018-02-01,3,36,39,1,1,3,23,29,29,24,30,32,4,12,16,0,0,4,6,7,10,6,7,14,7,48,55,1,1,7,29,36,39,30,37,46,9,13,22,1,1,8,3,5,9,4,6,17,2,8,10,0,0,2,1,2,6,1,2,8,18,69,87,2,2,17,33,42,54,35,44,71,9485,10072,19556,9638,9584,19222,27384,26719,54104,46507,46375,92882
2018-03-01,0,18,18,0,0,0,12,14,16,12,14,16,1,2,3,0,0,1,0,0,1,0,0,2,1,20,21,0,0,1,12,14,17,12,14,18,3,11,14,0,0,3,3,4,7,3,4,10,3,5,8,0,0,1,2,2,4,2,2,5,7,36,43,0,0,5,17,21,28,17,21,33,9462,10117,19578,9640,9619,19258,27456,26808,54264,46558,46544,93100
2018-04-01,0,5,5,0,0,0,3,3,5,3,3,5,0,4,4,0,0,0,0,0,3,0,0,3,0,9,9,0,0,0,3,3,8,3,3,8,0,2,2,0,0,0,0,0,1,0,0,1,1,5,6,0,0,0,1,2,3,1,2,3,1,16,17,0,0,0,4,5,12,4,5,12,9438,10162,19600,9641,9653,19294,27528,26896,54424,46607,46711,93319
2018-05-01,2,4,6,0,0,2,0,0,3,0,0,5,1,3,4,0,0,1,0,0,2,0,0,3,3,7,11,0,0,3,0,0,5,0,0,8,2,6,8,0,0,2,0,0,3,0,0,5,3,5,8,0,0,1,0,0,5,0,0,6,8,18,27,0,0,6,0,0,13,0,0,19,9415,10207,19622,9643,9688,19331,27600,26985,54585,46658,46880,93537
2018-06-01,0,2,2,0,0,0,0,0,2,0,0,2,1,3,4,0,0,0,0,0,2,0,0,2,1,5,6,0,0,0,0,0,4,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,2,0,0,0,0,0,2,3,9,12,0,0,2,0,0,4,0,0,6,9392,10252,19644,9645,9722,19367,27672,27073,54745,46709,47047,93756
2018-07-01,0,2,2,0,0,0,0,0,2,0,0,2,1,1,2,0,0,1,0,0,1,0,0,2,1,3,4,0,0,1,0,0,3,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,6,8,0,0,1,0,0,3,0,0,4,9369,10297,19666,9647,9757,19403,27744,27162,54906,46760,47216,93975
2018-08-01,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,1,2,5,7,0,0,2,0,0,1,0,0,3,9379,10331,19697,9663,9782,19425,27799,27224,55052,46841,47337,94174
